x y
101.93693414302105 1112.2845271110716
1411.638800475456 1001.309795235714
1114.1902640391813 910.2094279113747
1400.3918993533482 1012.6421161203527
1111.9635150911447 891.839443137654
891.137511766804 1393.0611742059302
609.7906422768422 602.1822175359654
1396.2851478171808 985.7902683431437
1397.9611840245927 998.2954331642268
709.313210557301 689.8983835442991
694.2263433767549 693.2118474803162
702.9247114989199 701.8223730611463
712.7739673940257 703.3991408718542
711.2150956170065 704.8369900954792
893.1235494240829 1409.2468446040991
706.1350525767192 706.4320995639731
1126.2016882689861 911.4756334442412
589.0061035632709 586.1629009301855
493.8369051227261 818.7632652064715
1399.0772437680876 998.344803602607
1097.930455062001 895.4531879438116
798.4437166581585 1194.4071631497254
509.06604164198956 800.1209115664125
1417.4235371251682 998.920009526595
514.1023703831869 788.4877167871074
795.432676100824 1211.9038135673895
494.461644204445 795.9242812703749
714.9976330580284 687.4147998736782
906.4027964488037 1410.3524567219529
1102.6225996276783 890.7004107546425
108.53967650818015 1097.2066473839318
1395.735796418791 1004.2590499048605
891.4850416815706 1404.692168421977
1395.6333686029916 998.5214471869136
1302.4603175532884 1277.096503062769
95.28590204901383 1106.657502218676
1088.430279741255 891.8538663548314
587.0387768813603 618.7276646174555
500.0025145139122 786.2215245771614
594.5439379593292 599.366578022345
497.47542071632506 810.7685797767346
121.36708975159468 1104.3720094199462
1101.4594061166224 906.2663796972327
592.9753854303857 603.9961378727152
1400.6070485037956 993.1104931485424
596.5585136553369 611.9139869909583
92.58843122876381 1094.11423540565
1104.851498734713 895.5614895120901
796.2001683791817 1202.5022114951803
499.605482451476 806.0360799055333
91.76928157633228 1101.597550098577
506.85741637770593 797.3181264170198
607.146312112737 599.9277311311475
800.6599428566539 1210.748682384001
96.37334345188533 1092.9721381663871
1303.527173365624 1296.6253793353007
891.709146809914 1398.9777568177312
1285.3333271619188 1298.0171744102443
496.0186600904629 782.8207500182929
86.63497337118679 1118.5357976833245
98.79040650752084 1094.9126953005687
96.97478717078589 1106.8790635068951
714.0903801373238 688.4882808448157
806.7634044901971 1194.7253248282518
1092.2377780260397 892.0836135744465
700.3109616964474 689.6521641757946
1306.2351638571145 1296.8760663485227
610.1533666392172 598.7241155646823
688.3781361858843 697.5389724058468
904.6047381198078 1393.1161706606417
800.5028763321346 1214.027939681029
786.5932293752059 1198.224931442905
909.1857392826635 1399.9157938610897
585.2544376134452 590.146884386668
1296.0566153503821 1294.2897948922366
1098.5784040331162 916.0365823257658
905.6805122913561 1400.1863897772168
908.8898941777697 1394.0200731046539
898.6685928014426 1396.2701313141456
1304.475786415207 1288.258554484219
1293.8687393384334 1297.453849209051
1396.8654534484763 1000.1571739697379
1311.1236692035775 1290.791343810742
594.2541681598601 584.4169744046593
1287.7413553362187 1306.9209188898944
514.9281314730883 802.3409357320668
1292.1215700193611 1320.4376047257622
805.3215051233509 1198.803394859143
791.0672677874539 1187.980251294233
799.6636993872659 1203.0026991673815
